,STATE,COUNTYNAME,FIPS,LON,LAT
1716,IL,Warren,17187,-90.615,40.8488
1717,IL,Washington,17189,-89.4105,38.3522
1718,IL,Wayne,17191,-88.4256,38.4295
1719,IL,White,17193,-88.1795,38.0875
1720,IL,Whiteside,17195,-89.9141,41.7564
1721,IL,Will,17197,-87.9787,41.445
1722,IL,Williamson,17199,-88.9299,37.7303
1723,IL,Franklin,17055,-88.9242,37.9923
1724,IL,Fulton,17057,-90.2075,40.4728
1725,IL,Gallatin,17059,-88.2305,37.7628
1726,IL,Henderson,17071,-90.9251,40.8181
1727,IL,Hardin,17069,-88.2669,37.5182
1728,IL,Hancock,17067,-91.1647,40.4037
1729,IL,Hamilton,17065,-88.5391,38.0816
1730,IL,Lee,17103,-89.3005,41.7461
1731,IL,Knox,17095,-90.2133,40.9318
1732,MN,Lake of the Woods,27077,-94.9048,48.7718
1733,MN,Lac qui Parle,27073,-96.1735,44.9955
1734,MN,Anoka,27003,-93.2464,45.2732
1735,MN,Benton,27009,-93.9989,45.6991
1736,MN,Brown,27015,-94.7277,44.2421
1737,MN,St. Louis,27137,-92.4708,47.604
1738,MN,Carver,27019,-93.8025,44.8208
1739,MN,Chippewa,27023,-95.5666,45.0223
1740,MN,Chisago,27025,-92.9083,45.5025
1741,MN,Cottonwood,27033,-95.1812,44.0071
1742,MN,Crow Wing,27035,-94.0709,46.4824
1743,MN,Dakota,27037,-93.0656,44.6718
1744,MN,Dodge,27039,-92.862,44.0225
1745,MN,Douglas,27041,-95.4535,45.9337
1746,MN,Faribault,27043,-93.9478,43.6739
1747,MN,Fillmore,27045,-92.0901,43.674
1748,MN,Freeborn,27047,-93.3489,43.6738
1749,MN,Goodhue,27049,-92.7225,44.4099
1750,MN,Grant,27051,-96.0121,45.934
1751,MN,Hennepin,27053,-93.4768,45.0045
1752,MN,Houston,27055,-91.4929,43.6714
1753,MN,Hubbard,27057,-94.9166,47.1087
1754,MN,Isanti,27059,-93.2952,45.5615
1755,MN,Jackson,27063,-95.1541,43.6741
1756,MN,Kanabec,27065,-93.2935,45.9453
1757,MN,Kandiyohi,27067,-95.0048,45.1524
1758,MN,Kittson,27069,-96.7826,48.7766
1759,MN,Le Sueur,27079,-93.73,44.3714
1760,MN,Lincoln,27081,-96.267,44.4126
1761,MN,Lyon,27083,-95.839,44.4135
1762,MN,McLeod,27085,-94.2724,44.8235
1763,MN,Mahnomen,27087,-95.809,47.3252
1764,MN,Martin,27091,-94.5511,43.6742
1765,MN,Meeker,27093,-94.5274,45.1231
1766,MN,Mille Lacs,27095,-93.6301,45.938
1767,MN,Morrison,27097,-94.2684,46.0126
1768,MN,Mower,27099,-92.7525,43.6714
1769,MN,Murray,27101,-95.7632,44.0221
1770,MN,Nicollet,27103,-94.2474,44.35
1771,MN,Nobles,27105,-95.7534,43.6742
1772,MN,Norman,27107,-96.4551,47.3265
1773,MN,Olmsted,27109,-92.4018,44.0036
1774,MN,Pennington,27113,-96.0367,48.0662
1775,MN,Pine,27115,-92.7414,46.1208
1776,MN,Pipestone,27117,-96.2586,44.023
1777,MN,Pope,27121,-95.4445,45.5861
1778,MN,Ramsey,27123,-93.0994,45.0171
1779,MN,Red Lake,27125,-96.0953,47.8717
1780,MN,Redwood,27127,-95.2539,44.4037
1781,MN,Renville,27129,-94.9472,44.7268
1782,MN,Rice,27131,-93.2966,44.3541
1783,MN,Rock,27133,-96.2532,43.6747
1784,MN,Roseau,27135,-95.8107,48.7751
1785,MN,Scott,27139,-93.5358,44.6484
1786,MN,Sherburne,27141,-93.7745,45.4439
1787,MN,Sibley,27143,-94.2321,44.5795
1788,MN,Stearns,27145,-94.613,45.5522
1789,MN,Steele,27147,-93.226,44.0223
1790,MN,Stevens,27149,-96.0003,45.5861
1791,MN,Swift,27151,-95.6813,45.2827
1792,MN,Todd,27153,-94.8976,46.0706
1793,MN,Traverse,27155,-96.4716,45.7721
1794,MN,Wabasha,27157,-92.2303,44.2842
1795,MN,Wadena,27159,-94.9693,46.5858
1796,MN,Waseca,27161,-93.5873,44.0221
1797,MN,Washington,27163,-92.8839,45.0383
1798,MN,Watonwan,27165,-94.6141,43.9783
1799,MN,Winona,27169,-91.7791,43.9869
1800,MN,Wright,27171,-93.963,45.1739
1801,MN,Yellow Medicine,27173,-95.8683,44.7162
1802,MN,Big Stone,27011,-96.411,45.4261
1803,MN,Blue Earth,27013,-94.0671,44.0346
1804,MO,Barton,29011,-94.3471,37.5023
1805,MO,Bates,29013,-94.34,38.2573
1806,MO,Benton,29015,-93.2879,38.2948
1807,MO,Bollinger,29017,-90.0259,37.3222
1808,MO,Boone,29019,-92.3096,38.9907
1809,MO,Buchanan,29021,-94.8062,39.6598
1810,MO,Butler,29023,-90.4065,36.7164
1811,MO,Caldwell,29025,-93.9828,39.6557
1812,MO,Callaway,29027,-91.926,38.8355
1813,MO,Camden,29029,-92.766,38.0271
1814,MO,Cape Girardeau,29031,-89.6845,37.3839
1815,MO,Carroll,29033,-93.5052,39.4268
1816,MO,Carter,29035,-90.9623,36.9413
1817,MO,Cass,29037,-94.3548,38.647
1818,MO,Cedar,29039,-93.8566,37.7238
1819,MO,Chariton,29041,-92.9626,39.5145
1820,MO,Christian,29043,-93.1889,36.9696
1821,MO,Clark,29045,-91.7384,40.4104
1822,MO,Clay,29047,-94.4208,39.3105
1823,MO,Clinton,29049,-94.4046,39.6018
1824,MO,Cole,29051,-92.2816,38.5055
1825,MO,Cooper,29053,-92.8103,38.8439
1826,MO,Crawford,29055,-91.304,37.9764
1827,MO,Daviess,29061,-93.9855,39.9607
1828,MO,DeKalb,29063,-94.4047,39.8932
1829,MO,Dent,29065,-91.5079,37.6066
1830,MO,Douglas,29067,-92.4988,36.9326
1831,MO,Dunklin,29069,-90.0909,36.2718
1832,MO,Franklin,29071,-91.075,38.4112
1833,MO,Gasconade,29073,-91.5079,38.4409
1834,MO,Gentry,29075,-94.4099,40.2121
1835,MO,Greene,29077,-93.342,37.2581
1836,MO,Grundy,29079,-93.5653,40.114
1837,MO,Harrison,29081,-93.9921,40.3547
1838,MO,Henry,29083,-93.7927,38.3852
1839,MO,Hickory,29085,-93.3207,37.9408
1840,MO,Holt,29087,-95.215,40.0946
1841,MO,Howard,29089,-92.6958,39.1428
1842,MO,Howell,29091,-91.8865,36.774
1843,MO,Iron,29093,-90.7735,37.5552
1844,MO,Jackson,29095,-94.3461,39.0085
1845,MO,Jefferson,29099,-90.5378,38.261
1846,MO,Johnson,29101,-93.8063,38.7441
1847,MO,Knox,29103,-92.1481,40.1282
1848,MO,Laclede,29105,-92.5903,37.6583
1849,MO,Lafayette,29107,-93.7855,39.0656
1850,MO,Barry,29009,-93.8291,36.7099
1851,MO,Lewis,29111,-91.7222,40.0969
1852,MO,Lincoln,29113,-90.9602,39.0581
1853,MO,Linn,29115,-93.1072,39.8702
1854,MO,Livingston,29117,-93.5483,39.7821
1855,MO,McDonald,29119,-94.3484,36.6287
1856,MO,Macon,29121,-92.5646,39.8308
1857,MO,Madison,29123,-90.345,37.4781
1858,MO,Maries,29125,-91.9249,38.1616
1859,MO,Marion,29127,-91.6224,39.806
1860,MO,Mercer,29129,-93.5685,40.4223
1861,MO,Miller,29131,-92.4284,38.2145
1862,MO,Mississippi,29133,-89.2911,36.8281
1863,MO,Moniteau,29135,-92.583,38.6327
1864,MO,Monroe,29137,-92.0007,39.4955
1865,MO,Montgomery,29139,-91.4702,38.9415
1866,MO,Morgan,29141,-92.8861,38.4239
1867,MO,New Madrid,29143,-89.6516,36.5942
1868,MO,Newton,29145,-94.3392,36.9055
1869,MO,Nodaway,29147,-94.8834,40.3607
1870,MO,Oregon,29149,-91.4033,36.6867
1871,MO,Osage,29151,-91.8618,38.4604
1872,MO,Ozark,29153,-92.4446,36.6493
1873,MO,Pemiscot,29155,-89.7858,36.2111
1874,MO,Perry,29157,-89.8244,37.7071
1875,MO,Pettis,29159,-93.2851,38.7283
1876,MO,Phelps,29161,-91.7924,37.8771
1877,MO,Pike,29163,-91.1714,39.3438
1878,MO,Platte,29165,-94.7736,39.3804
1879,MO,Polk,29167,-93.4005,37.6165
1880,MO,Pulaski,29169,-92.2076,37.8246
1881,MO,Putnam,29171,-93.0161,40.4789
1882,MO,Ralls,29173,-91.5219,39.5276
1883,MO,Randolph,29175,-92.4971,39.4402
1884,MO,Ray,29177,-93.9899,39.3524
1885,MO,Reynolds,29179,-90.9691,37.3623
1886,MO,Ripley,29181,-90.8639,36.6528
1887,MO,St. Charles,29183,-90.6752,38.7819
1888,MO,St. Clair,29185,-93.776,38.0371
1889,MO,Ste. Genevieve,29186,-90.1952,37.894
1890,MO,St. Francois,29187,-90.4729,37.8104
1891,MO,St. Louis,29189,-90.443,38.6407
1892,MO,Saline,29195,-93.2022,39.1366
1893,MO,Schuyler,29197,-92.5209,40.4703
1894,MO,Scotland,29199,-92.1471,40.4526
1895,MO,Scott,29201,-89.5686,37.053
1896,MO,Shannon,29203,-91.4005,37.1574
1897,MO,Shelby,29205,-92.0766,39.7978
1898,MO,Stoddard,29207,-89.9444,36.8555
1899,MO,Stone,29209,-93.4559,36.7469
1900,MO,Sullivan,29211,-93.1115,40.2107
1901,MO,Taney,29213,-93.041,36.6547
1902,MO,Texas,29215,-91.9651,37.3173
1903,MO,Vernon,29217,-94.3424,37.8506
1904,MO,Warren,29219,-91.1607,38.7646
1905,MO,Washington,29221,-90.8774,37.9617
1906,MO,Wayne,29223,-90.4614,37.1127
1907,MO,Webster,29225,-92.8759,37.2809
1908,MO,Worth,29227,-94.4222,40.4791
1909,MO,Wright,29229,-92.4687,37.2701
1910,MO,St. Louis City,29510,-90.245,38.6358
1911,MO,Dade,29057,-93.8502,37.432
1912,MO,Dallas,29059,-93.0236,37.6804
1913,MO,Adair,29001,-92.6007,40.1906
1914,MO,Andrew,29003,-94.8021,39.9834
1915,MO,Atchison,29005,-95.427,40.4307
1916,MO,Audrain,29007,-91.8416,39.2158
1917,MO,Lawrence,29109,-93.8329,37.1063
1918,WI,Milwaukee,55079,-87.9667,43.0071
1919,WI,Racine,55101,-88.0551,42.7477
1920,WI,Adams,55001,-89.7706,43.9696
1921,WI,Barron,55005,-91.8484,45.4238
1922,WI,Buffalo,55011,-91.7545,44.3799
1923,WI,Burnett,55013,-92.3675,45.8627
1924,WI,Calumet,55015,-88.218,44.0817
1925,WI,Chippewa,55017,-91.2799,45.0694
1926,WI,Clark,55019,-90.6121,44.7347
1927,WI,Columbia,55021,-89.3338,43.4665
1928,WI,Crawford,55023,-90.931,43.2395
1929,WI,Dane,55025,-89.4183,43.0674
1930,WI,Dodge,55027,-88.7075,43.4164
1931,WI,Dunn,55033,-91.8964,44.9466
1932,WI,Eau Claire,55035,-91.2861,44.7268
1933,WI,Florence,55037,-88.3982,45.8484
1934,WI,Fond du Lac,55039,-88.4883,43.7536
1935,WI,Forest,55041,-88.7704,45.6673
1936,WI,Grant,55043,-90.7062,42.8675
1937,WI,Green,55045,-89.6022,42.6799
1938,WI,Green Lake,55047,-89.045,43.8003
1939,WI,Iowa,55049,-90.1354,43.0005
1940,WI,Jackson,55053,-90.8052,44.3191
1941,WI,Jefferson,55055,-88.7759,43.0209
1942,WI,Juneau,55057,-90.114,43.9245
1943,WI,La Crosse,55063,-91.1152,43.9065
1944,WI,Lafayette,55065,-90.1317,42.6605
1945,WI,Langlade,55067,-89.0719,45.2624
1946,WI,Lincoln,55069,-89.7346,45.3375
1947,WI,Marathon,55073,-89.759,44.8983
1948,WI,Marquette,55077,-89.3988,43.8196
1949,WI,Waushara,55137,-89.2429,44.1131
1950,WI,Menominee,55078,-88.71,45.0044
1951,WI,Monroe,55081,-90.6179,43.9457
1952,WI,Oneida,55085,-89.5217,45.7056
1953,WI,Outagamie,55087,-88.4649,44.4161
1954,WI,Pepin,55091,-92.0017,44.5829
1955,WI,Waupaca,55135,-88.9648,44.4704
1956,WI,Waukesha,55133,-88.3045,43.0181
1957,WI,Washburn,55129,-91.7912,45.8993
1958,WI,Walworth,55127,-88.5419,42.6685
1959,WI,Vilas,55125,-89.5148,46.0529
1960,WI,Vernon,55123,-90.8344,43.5939
1961,WI,Trempealeau,55121,-91.3585,44.304
1962,WI,Taylor,55119,-90.5012,45.2115
1963,WI,Shawano,55115,-88.7656,44.7892
1964,WI,Sawyer,55113,-91.1447,45.88
1965,WI,Sauk,55111,-89.9484,43.4268
1966,WI,St. Croix,55109,-92.4528,45.034
1967,WI,Rusk,55107,-91.1331,45.4751
1968,WI,Rock,55105,-89.0716,42.6712
1969,WI,Richland,55103,-90.4295,43.3756
1970,WI,Price,55099,-90.3614,45.6804
1971,WI,Portage,55097,-89.5015,44.476
1972,WI,Polk,55095,-92.4414,45.4614
1973,WI,Pierce,55093,-92.4225,44.7196
1974,WI,Winnebago,55139,-88.6446,44.0689
1975,WI,Wood,55141,-90.0416,44.4553
1976,WI,Kenosha,55059,-88.0418,42.5767
1977,WI,Washington,55131,-88.2308,43.3684
1978,IL,Lake,17097,-88.0036,42.3231
1979,IL,Cook,17031,-87.8167,41.8399
1980,WI,Manitowoc,55071,-87.8096,44.1198
1981,WI,Brown,55009,-88.0032,44.4537
1982,WI,Door,55029,-87.3173,44.9436
1983,WI,Kewaunee,55061,-87.6154,44.5161
1984,MN,Clay,27027,-96.4906,46.8924
1985,MN,Koochiching,27071,-93.7834,48.2453
1986,MN,Lake,27075,-91.4452,47.642
1987,MN,Cook,27031,-90.5344,47.9027
1988,MN,Cass,27021,-94.3254,46.9496
1989,MN,Aitkin,27001,-93.4154,46.6083
1990,MN,Itasca,27061,-93.632,47.5095
1991,MN,Otter Tail,27111,-95.7079,46.4088
1992,MN,Becker,27005,-95.6738,46.9346
1993,MN,Clearwater,27029,-95.379,47.5776
1994,MN,Polk,27119,-96.4018,47.7738
1995,MN,Marshall,27089,-96.3685,48.3581
1996,WI,Douglas,55031,-91.9147,46.4309
1997,WI,Iron,55051,-90.242,46.2623
1998,WI,Bayfield,55007,-91.2006,46.5241
1999,WI,Ashland,55003,-90.6781,46.3148
2000,WI,Marinette,55075,-88.0344,45.383
2001,WI,Oconto,55083,-88.2676,45.0255
2002,WI,Ozaukee,55089,-87.9515,43.3838
2003,MN,Wilkin,27167,-96.4683,46.3571
2004,WI,Sheboygan,55117,-87.9454,43.7212
2005,FL,DeSoto,12027,-81.8093,27.1863
2006,FL,St. Lucie,12111,-80.4836,27.3764
2007,FL,Hendry,12051,-81.1719,26.5473
2008,FL,Hardee,12049,-81.8099,27.4927
2009,FL,Highlands,12055,-81.341,27.3434
2010,FL,Osceola,12097,-81.1496,28.0627
2011,FL,Polk,12105,-81.6978,27.9489
2012,FL,Indian River,12061,-80.6158,27.6929
2013,FL,Okeechobee,12093,-80.9015,27.4283
2014,FL,Glades,12043,-81.2397,26.9605
2015,FL,Martin,12085,-80.3893,27.0844
2016,FL,Mainland Monroe,12087,-81.0326,25.5205
2017,FL,Pinellas,12103,-82.722,27.928
2018,FL,Sarasota,12115,-82.3219,27.181
2019,FL,Sarasota,12115,-82.277,27.0267
2020,FL,Broward,12011,-80.4886,26.1519
2021,FL,Collier,12021,-81.3393,26.1196
2022,FL,Miami-Dade,12086,-80.5682,25.6171
2023,FL,Palm Beach,12099,-80.4329,26.623
2024,AR,Greene,5055,-90.5591,36.1177
2025,AR,Hempstead,5057,-93.6684,33.7354
2026,AR,Hot Spring,5059,-92.946,34.3177
2027,AR,Howard,5061,-93.9935,34.0887
2028,AR,Independence,5063,-91.5698,35.7415
2029,AR,Izard,5065,-91.9134,36.0949
2030,AR,Jackson,5067,-91.2146,35.5994
2031,AR,Jefferson,5069,-91.9315,34.2688
2032,AR,Johnson,5071,-93.4599,35.5701
2033,AR,Lafayette,5073,-93.6073,33.2408
2034,AR,Lawrence,5075,-91.1071,36.0413
2035,AR,Lee,5077,-90.782,34.7807
2036,AR,Lincoln,5079,-91.7333,33.9575
2037,AR,Little River,5081,-94.2343,33.7005
2038,AR,Logan,5083,-93.7163,35.2153
2039,AR,Lonoke,5085,-91.8887,34.7542
2040,AR,Marion,5089,-92.6842,36.2684
2041,AR,Miller,5091,-93.8918,33.3124
2042,AR,Mississippi,5093,-90.054,35.7639
2043,AR,Monroe,5095,-91.2038,34.6778
2044,AR,Montgomery,5097,-93.6595,34.5388
2045,AR,Madison,5087,-93.7246,36.011
2046,AR,Nevada,5099,-93.3072,33.664
2047,AR,Newton,5101,-93.2179,35.92
2048,AR,Ouachita,5103,-92.882,33.5933
2049,AR,Perry,5105,-92.9315,34.9474
2050,AR,Phillips,5107,-90.848,34.4283
2051,AR,Pike,5109,-93.6564,34.1636
2052,AR,Poinsett,5111,-90.6629,35.574
2053,AR,Polk,5113,-94.2281,34.4858
2054,AR,Pope,5115,-93.0342,35.4476
2055,AR,Prairie,5117,-91.5528,34.8297
2056,AR,Pulaski,5119,-92.3117,34.7699
2057,AR,Randolph,5121,-91.0278,36.3415
2058,AR,St. Francis,5123,-90.7478,35.022
2059,AR,Saline,5125,-92.6766,34.6466
2060,AR,Scott,5127,-94.0633,34.8608
2061,AR,Searcy,5129,-92.6995,35.9109
2062,AR,Sebastian,5131,-94.274,35.1993
2063,AR,Sevier,5133,-94.2412,33.9973
2064,AR,Sharp,5135,-91.4799,36.1611
2065,AR,Stone,5137,-92.1567,35.8599
2066,AR,Union,5139,-92.5973,33.1713
2067,AR,Van Buren,5141,-92.5157,35.5807
2068,AR,Washington,5143,-94.2147,35.98
2069,AR,White,5145,-91.7457,35.2563
2070,AR,Woodruff,5147,-91.2432,35.1863
2071,AR,Yell,5149,-93.4113,35.0026
2072,AR,Boone,5009,-93.0915,36.3086
2073,KS,Trego,20195,-99.8729,38.9143
2074,KS,Thomas,20193,-101.0555,39.3509
2075,KS,Sumner,20191,-97.4765,37.2373
2076,KS,Stevens,20189,-101.3121,37.1924
2077,KS,Stanton,20187,-101.7842,37.563
2078,KS,Stafford,20185,-98.7175,38.0311
2079,KS,Smith,20183,-98.7855,39.7851
2080,KS,Sherman,20181,-101.72,39.3515
2081,KS,Sheridan,20179,-100.4418,39.3503
2082,KS,Shawnee,20177,-95.7564,39.0415
2083,KS,Seward,20175,-100.8513,37.1933
2084,KS,Sedgwick,20173,-97.4611,37.6848
2085,KS,Scott,20171,-100.9069,38.4822
2086,KS,Saline,20169,-97.65,38.7839
2087,KS,Russell,20167,-98.7623,38.9149
2088,KS,Rush,20165,-99.3092,38.5233
2089,KS,Rooks,20163,-99.3251,39.3502
2090,KS,Riley,20161,-96.7352,39.2965
2091,KS,Rice,20159,-98.2011,38.3471
2092,KS,Republic,20157,-97.6505,39.8278
2093,KS,Reno,20155,-98.0861,37.9529
2094,KS,Rawlins,20153,-101.0757,39.7852
2095,KS,Pratt,20151,-98.7396,37.6478
2096,KS,Pottawatomie,20149,-96.3425,39.379
2097,KS,Phillips,20147,-99.3469,39.7845
2098,KS,Pawnee,20145,-99.2368,38.1814
2099,KS,Ottawa,20143,-97.6503,39.1326
2100,KS,Osborne,20141,-98.7679,39.3504
2101,KS,Osage,20139,-95.7269,38.6524
2102,KS,Norton,20137,-99.9034,39.7844
2103,KS,Ness,20135,-99.9162,38.4795
2104,KS,Neosho,20133,-95.3068,37.5586
2105,KS,Nemaha,20131,-96.0141,39.7835
2106,KS,Morton,20129,-101.7993,37.1914
2107,KS,Morris,20127,-96.6499,38.6875
2108,KS,Montgomery,20125,-95.7429,37.1925
2109,KS,Mitchell,20123,-98.2095,39.3933
2110,KS,Miami,20121,-94.8381,38.5636
2111,KS,Meade,20119,-100.3662,37.2383
2112,KS,Marshall,20117,-96.5229,39.7836
2113,KS,Marion,20115,-97.0969,38.3588
2114,KS,McPherson,20113,-97.648,38.3916
2115,KS,Lyon,20111,-96.1527,38.4563
2116,KS,Logan,20109,-101.1485,38.9173
2117,KS,Linn,20107,-94.8429,38.2122
2118,KS,Lincoln,20105,-98.2078,39.0453
2119,KS,Leavenworth,20103,-95.0379,39.1993
2120,KS,Lane,20101,-100.4664,38.4814
2121,KS,Labette,20099,-95.2976,37.1913
2122,KS,Kiowa,20097,-99.286,37.5582
2123,KS,Kingman,20095,-98.1364,37.5589
2124,KS,Kearny,20093,-101.3199,38.0002
2125,KS,Johnson,20091,-94.8223,38.8838
2126,KS,Jewell,20089,-98.2184,39.7847
2127,KS,Jefferson,20087,-95.3834,39.2358
2128,KS,Jackson,20085,-95.7937,39.417
2129,KS,Hodgeman,20083,-99.8979,38.0875
2130,KS,Haskell,20081,-100.8712,37.5623
2131,KS,Harvey,20079,-97.4273,38.0432
2132,KS,Harper,20077,-98.0755,37.1916
2133,KS,Hamilton,20075,-101.7913,37.9991
2134,KS,Greenwood,20073,-96.2327,37.8778
2135,KS,Greeley,20071,-101.806,38.4805
2136,KS,Gray,20069,-100.4378,37.7382
2137,KS,Wyandotte,20209,-94.7646,39.1145
2138,KS,Allen,20001,-95.3014,37.8858
2139,KS,Anderson,20003,-95.2933,38.2143
2140,KS,Atchison,20005,-95.3129,39.5319
2141,KS,Barber,20007,-98.6848,37.2289
2142,KS,Barton,20009,-98.7565,38.479
2143,KS,Bourbon,20011,-94.8493,37.8552
2144,KS,Brown,20013,-95.5642,39.8266
2145,KS,Butler,20015,-96.8391,37.7813
2146,KS,Chase,20017,-96.594,38.3021
2147,KS,Chautauqua,20019,-96.2453,37.1501
2148,KS,Cherokee,20021,-94.8462,37.1693
2149,KS,Cheyenne,20023,-101.7311,39.7858
2150,KS,Clark,20025,-99.8203,37.2355
2151,KS,Clay,20027,-97.1651,39.3497
2152,KS,Cloud,20029,-97.6495,39.4804
2153,KS,Coffey,20031,-95.7342,38.237
2154,KS,Comanche,20033,-99.2719,37.1913
2155,KS,Cowley,20035,-96.8375,37.2378
2156,KS,Crawford,20037,-94.8518,37.5073
2157,KS,Decatur,20039,-100.4599,39.7847
2158,KS,Dickinson,20041,-97.1527,38.8664
2159,KS,Doniphan,20043,-95.147,39.7885
2160,KS,Douglas,20045,-95.2924,38.8845
2161,KS,Edwards,20047,-99.312,37.8876
2162,KS,Elk,20049,-96.2441,37.4537
2163,KS,Ellis,20051,-99.3173,38.9148
2164,KS,Ellsworth,20053,-98.2048,38.6966
2165,KS,Finney,20055,-100.7369,38.0444
2166,KS,Ford,20057,-99.8879,37.6917
2167,KS,Franklin,20059,-95.2859,38.5646
2168,KS,Geary,20061,-96.7526,39.0024
2169,KS,Gove,20063,-100.4829,38.916
2170,KS,Graham,20065,-99.8833,39.3497
2171,ND,Williams,38105,-103.4802,48.3437
2172,ND,Adams,38001,-102.5285,46.0969
2173,ND,Barnes,38003,-98.0716,46.9361
2174,ND,Benson,38005,-99.366,48.0694
2175,ND,Billings,38007,-103.3764,47.0234
2176,ND,Bottineau,38009,-100.8335,48.7921
2177,ND,Bowman,38011,-103.5207,46.1126
2178,ND,Burke,38013,-102.5182,48.7909
2179,ND,Burleigh,38015,-100.4688,46.9774
2180,ND,Cass,38017,-97.2481,46.933
2181,ND,Cavalier,38019,-98.465,48.7721
2182,ND,Dickey,38021,-98.5045,46.1102
2183,ND,Ward,38101,-101.5419,48.2218
2184,ND,Wells,38103,-99.661,47.5876
2185,ND,Morton,38059,-101.2811,46.7161
2186,NE,Banner,31007,-103.7104,41.546
2187,NE,Blaine,31009,-99.9769,41.9128
2188,NE,Boone,31011,-98.0673,41.7068
2189,NE,Box Butte,31013,-103.0857,42.2198
2190,NE,Boyd,31015,-98.7665,42.8997
2191,NE,Brown,31017,-99.9295,42.43
2192,NE,Buffalo,31019,-99.075,40.8551
2193,NE,Burt,31021,-96.3287,41.8515
2194,NE,Butler,31023,-97.1314,41.225
2195,NE,Cass,31025,-96.1408,40.9098
2196,NE,Cedar,31027,-97.2523,42.5993
2197,NE,Chase,31029,-101.6979,40.5242
2198,NE,Cheyenne,31033,-102.995,41.2198
2199,NE,Clay,31035,-98.0512,40.5244
2200,NE,Colfax,31037,-97.0865,41.5733
2201,NE,Cuming,31039,-96.7874,41.9164
2202,NE,Custer,31041,-99.7262,41.3943
2203,NE,Dakota,31043,-96.5646,42.3911
2204,NE,Dawes,31045,-103.1355,42.7197
2205,NE,Dawson,31047,-99.8195,40.8699
2206,NE,Lancaster,31109,-96.6878,40.7841
2207,NE,Lincoln,31111,-100.7452,41.0478
2208,NE,Logan,31113,-100.4829,41.5665
2209,NE,Loup,31115,-99.4544,41.9138
2210,NE,McPherson,31117,-101.0605,41.5681
2211,NE,Madison,31119,-97.6008,41.9167
2212,NE,Merrick,31121,-98.0376,41.1698
2213,NE,Morrill,31123,-103.0105,41.716
2214,NE,Nance,31125,-97.9923,41.3973
2215,NE,Nemaha,31127,-95.8486,40.3881
2216,NE,Nuckolls,31129,-98.0472,40.1764
2217,NE,Otoe,31131,-96.1348,40.6485
2218,NE,Pawnee,31133,-96.237,40.1314
2219,NE,Perkins,31135,-101.6496,40.8509
2220,NE,Phelps,31137,-99.4145,40.5111
2221,NE,Pierce,31139,-97.6013,42.2644
2222,NE,Platte,31141,-97.5206,41.5708
2223,NE,Polk,31143,-97.5684,41.1869
2224,NE,Red Willow,31145,-100.4768,40.1758
2225,NE,Richardson,31147,-95.7167,40.1249
2226,NE,Rock,31149,-99.45,42.4213
2227,NE,Saline,31151,-97.1408,40.524
2228,NE,Sarpy,31153,-96.1119,41.1131
2229,NE,Saunders,31155,-96.6374,41.2265
2230,NE,Scotts Bluff,31157,-103.708,41.8506
2231,NE,Seward,31159,-97.1395,40.8723
2232,NE,Sheridan,31161,-102.409,42.5048
2233,NE,Sherman,31163,-98.9763,41.2205
2234,NE,York,31185,-97.5971,40.8727
2235,NE,Thayer,31169,-97.5947,40.1763
2236,NE,Thomas,31171,-100.5559,41.9135
2237,NE,Thurston,31173,-96.5441,42.1582
2238,NE,Valley,31175,-98.9819,41.5673
2239,NE,Washington,31177,-96.2218,41.5311
2240,NE,Wayne,31179,-97.1193,42.2092
2241,NE,Webster,31181,-98.4999,40.1764
2242,NE,Wheeler,31183,-98.5282,41.9148
2243,NE,Adams,31001,-98.5012,40.5245
2244,NE,Stanton,31167,-97.1939,41.9169
2245,NE,Arthur,31005,-101.6959,41.5689
2246,NE,Antelope,31003,-98.0667,42.177
2247,SD,Tripp,46123,-99.884,43.3459
2248,SD,Todd,46121,-100.7184,43.1934
2249,SD,Sully,46119,-100.1322,44.7155
2250,SD,Spink,46115,-98.3463,44.9381
2251,SD,Oglala Lakota,46102,-102.5516,43.3356
2252,SD,Sanborn,46111,-98.0914,44.0235
2253,SD,Roberts,46109,-96.9461,45.6296
2254,SD,Potter,46107,-99.9573,45.0645
2255,SD,Perkins,46105,-102.4759,45.4904
2256,SD,Moody,46101,-96.671,44.0221
2257,SD,Minnehaha,46099,-96.7914,43.6742
2258,SD,Miner,46097,-97.6102,44.022
2259,SD,Marshall,46091,-97.5986,45.7586
2260,SD,McPherson,46089,-99.2215,45.7664
2261,SD,McCook,46087,-97.3684,43.6743
2262,SD,Lyman,46085,-99.8474,43.8959
2263,SD,Lincoln,46083,-96.7219,43.2789
2264,SD,Lake,46079,-97.1294,44.022
2265,SD,Kingsbury,46077,-97.4915,44.3696
2266,SD,Jerauld,46073,-98.6298,44.0664
2267,SD,Jackson,46071,-101.6281,43.6943
2268,SD,Walworth,46129,-100.0316,45.4299
2269,SD,Yankton,46135,-97.3947,43.009
2270,SD,Ziebach,46137,-101.666,44.9806
2271,LA,Union,22111,-92.3748,32.8319
2272,LA,Tensas,22107,-91.34,32.0016
2273,LA,St. Landry,22097,-92.0058,30.5989
2274,LA,St. James,22093,-90.7962,30.0263
2275,LA,Sabine,22085,-93.5547,31.564
2276,LA,Richland,22083,-91.7636,32.4177
2277,LA,Red River,22081,-93.34,32.0933
2278,LA,Rapides,22079,-92.5332,31.1986
