STATE,COUNTY,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWTo,PS-WSWTo,PS-Wtotl,DO-SSPop,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WFrTo,DO-WDelv ,IN-WGWTo,IN-WSWTo,IN-Wtotl,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrTot,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrTot,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrTot,LI-WFrTo,AQ-WGWTo,AQ-WSWTo,AQ-Wtotl,MI-WGWTo,MI-WSWTo,MI-Wtotl,PT-WGWTo,PT-WSWTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUTot,PT-Power,PO-WGWTo,PO-WSWTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUTot,PO-Power,PC-WGWTo,PC-WSWTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUTot,PC-Power,TO-WGWTo,TO-WSWTo,TO-Wtotl,TO-CUTotPartial
GA,Peach County,13225,2015,26.72,17.482,0.000,17.482,2.31,0.0,2.31,9.238,75.0,1.34,77.0,0.69,2.03,0.2,0.0,0.2,4.27,--,4.27,11.4,4.27,--,4.27,11.4,0.0,--,0.00,0.0,0.01,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,7.4,0.17,7.57,4.27
GA,Pickens County,13227,2015,30.309,14.654,10.868,25.522,0.89,1.88,2.77,4.787,75.0,2.37,93.0,0.36,2.73,1.12,0.0,1.12,0.09,--,0.09,0.09,0.0,--,0.00,0.0,0.09,--,0.09,0.09,0.25,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,2.76,2.13,4.89,0.09
GA,Pierce County,13229,2015,19.103,7.997,0.000,7.997,0.57,0.0,0.57,11.106,75.0,0.42,53.0,0.83,1.25,0.11,0.0,0.11,3.78,--,3.78,12.69,3.71,--,3.71,12.62,0.07,--,0.07,0.07,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.87,0.59,5.46,3.78
GA,Pike County,13231,2015,17.941,1.559,2.016,3.575,0.08,2.89,2.97,14.366,75.0,5.11,1429.0,1.08,6.19,0.0,0.0,0.0,1.15,--,1.15,1.52,0.9,--,0.90,1.28,0.25,--,0.25,0.24,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.26,4.15,5.41,1.15
GA,Polk County,13233,2015,41.524,6.500,33.811,40.311,1.55,4.05,5.6,1.213,74.0,3.26,81.0,0.09,3.35,1.7,0.0,1.7,0.16,--,0.16,0.15,0.0,--,0.00,0.0,0.16,--,0.16,0.15,0.26,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,3.63,4.22,7.85,0.16
GA,Pulaski County,13235,2015,11.396,5.343,0.000,5.343,1.09,0.0,1.09,6.053,74.0,0.64,120.0,0.45,1.09,0.3,0.0,0.3,10.34,--,10.34,24.37,10.34,--,10.34,24.37,0.0,--,0.00,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,9.65,2.65,12.3,10.34
GA,Putnam County,13237,2015,21.353,6.715,12.272,18.987,0.5,3.26,3.76,2.366,76.0,0.74,39.0,0.18,0.92,0.07,0.0,0.07,0.35,--,0.35,0.49,0.25,--,0.25,0.39,0.1,--,0.10,0.1,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.92,180.92,--,--,1.81,770.93,0.0,180.92,180.92,--,--,1.81,770.93,0.0,0.0,0.0,--,--,0.0,0.0,1.54,184.48,186.02,2.16
GA,Quitman County,13239,2015,2.302,2.092,0.000,2.092,0.17,0.0,0.17,0.21,95.0,0.17,81.0,0.02,0.19,0.0,0.0,0.0,0.05,--,0.05,0.24,0.05,--,0.05,0.24,0.0,--,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.19,0.05,0.24,0.05
GA,Rabun County,13241,2015,16.281,2.846,8.233,11.079,0.14,1.46,1.6,5.202,75.0,0.96,87.0,0.39,1.35,0.1,0.28,0.38,0.26,--,0.26,0.28,0.01,--,0.01,0.02,0.25,--,0.25,0.26,0.11,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.28,0.28,--,--,0.2,102.49,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.28,0.28,--,--,0.2,102.49,0.74,2.31,3.05,0.46
GA,Randolph County,13243,2015,7.193,5.016,0.000,5.016,0.88,0.0,0.88,2.177,73.0,0.6,120.0,0.16,0.76,0.17,0.0,0.17,17.81,--,17.81,28.0,17.77,--,17.77,27.97,0.04,--,0.04,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,9.77,9.31,19.08,17.81
GA,Richmond County,13245,2015,201.793,38.709,157.125,195.834,7.24,31.93,39.17,5.959,76.0,13.24,68.0,0.45,13.69,1.34,64.81,66.15,0.59,--,0.59,1.15,0.01,--,0.01,0.66,0.58,--,0.58,0.49,0.04,0.0,0.0,0.0,2.16,0.0,2.16,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,11.39,97.17,108.56,0.59
GA,Rockdale County,13247,2015,88.856,2.716,72.621,75.337,0.22,11.54,11.76,13.519,75.0,5.42,72.0,1.01,6.43,0.0,0.0,0.0,0.58,--,0.58,0.55,0.0,--,0.00,0.0,0.58,--,0.58,0.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.3,12.07,13.37,0.58
GA,Schley County,13249,2015,5.168,4.100,0.000,4.1,0.45,0.0,0.45,1.068,75.0,0.33,80.0,0.08,0.41,0.0,0.0,0.0,0.15,--,0.15,1.41,0.11,--,0.11,1.37,0.04,--,0.04,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.64,0.1,0.74,0.15
GA,Screven County,13251,2015,14.162,4.633,0.000,4.633,0.74,0.0,0.74,9.529,75.0,0.32,69.0,0.71,1.03,1.34,0.0,1.34,13.01,--,13.01,24.65,12.93,--,12.93,24.57,0.08,--,0.08,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,13.81,2.2,16.01,13.01
GA,Seminole County,13253,2015,8.647,4.087,0.000,4.087,0.5,0.0,0.5,4.56,75.0,0.35,86.0,0.34,0.69,0.0,0.0,0.0,44.26,--,44.26,52.94,44.09,--,44.09,52.78,0.17,--,0.17,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,44.96,0.33,45.29,44.26
GA,Spalding County,13255,2015,64.051,1.159,60.002,61.161,0.09,6.74,6.83,2.89,76.0,3.86,63.0,0.22,4.08,0.0,0.0,0.0,0.28,--,0.28,0.45,0.03,--,0.03,0.21,0.25,--,0.25,0.24,0.05,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.57,6.85,7.42,0.28
GA,Stephens County,13257,2015,25.586,1.599,21.525,23.124,0.14,3.24,3.38,2.462,73.0,1.99,86.0,0.18,2.17,0.0,0.0,0.0,0.31,--,0.31,0.3,0.0,--,0.00,0.0,0.31,--,0.31,0.3,0.33,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.95,3.32,4.27,0.31
GA,Stewart County,13259,2015,5.851,5.065,0.000,5.065,0.78,0.0,0.78,0.786,76.0,0.62,122.0,0.06,0.68,0.0,0.0,0.0,0.71,--,0.71,3.42,0.71,--,0.71,3.42,0.0,--,0.00,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.88,0.68,1.56,0.71
GA,Sumter County,13261,2015,30.779,18.927,0.000,18.927,2.48,0.0,2.48,11.852,75.0,1.5,79.0,0.89,2.39,0.39,0.0,0.39,20.57,--,20.57,44.4,20.5,--,20.50,44.34,0.07,--,0.07,0.06,0.44,0.0,0.0,0.0,1.34,0.0,1.34,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,20.14,5.97,26.11,20.57
GA,Talbot County,13263,2015,6.337,1.125,4.006,5.131,0.1,1.23,1.33,1.206,75.0,1.66,324.0,0.09,1.75,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.09,0.0,0.01,0.01,0.31,0.0,0.31,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.56,1.27,1.83,0.0
GA,Taliaferro County,13265,2015,1.639,0.582,0.000,0.582,0.05,0.0,0.05,1.057,76.0,0.05,86.0,0.08,0.13,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.13,0.0,0.13,0.0
GA,Tattnall County,13267,2015,25.229,9.605,0.000,9.605,1.22,0.0,1.22,15.624,75.0,0.63,66.0,1.17,1.8,0.03,0.0,0.03,6.96,--,6.96,18.19,6.86,--,6.86,18.09,0.1,--,0.10,0.1,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,5.91,5.69,11.6,6.96
GA,Taylor County,13269,2015,8.33,4.412,0.000,4.412,0.62,0.0,0.62,3.918,74.0,0.46,104.0,0.29,0.75,0.0,1.74,1.74,0.29,--,0.29,0.32,0.29,--,0.29,0.32,0.0,--,0.00,0.0,0.07,0.0,0.0,0.0,0.03,0.58,0.61,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.95,2.67,3.62,0.29
GA,Telfair County,13271,2015,16.4,9.267,0.000,9.267,1.22,0.0,1.22,7.133,74.0,0.62,67.0,0.53,1.15,0.06,0.0,0.06,2.38,--,2.38,10.24,2.38,--,2.38,10.24,0.0,--,0.00,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,3.92,0.36,4.28,2.38
GA,Terrell County,13273,2015,9.113,6.158,0.000,6.158,1.44,0.0,1.44,2.955,74.0,0.49,80.0,0.22,0.71,0.0,0.0,0.0,14.89,--,14.89,30.06,14.86,--,14.86,30.03,0.03,--,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,11.43,5.15,16.58,14.89
GA,Thomas County,13275,2015,45.063,31.354,0.000,31.354,5.64,0.0,5.64,13.709,75.0,2.53,81.0,1.03,3.56,0.17,0.0,0.17,3.69,--,3.69,13.93,3.53,--,3.53,13.78,0.16,--,0.16,0.15,0.3,0.0,0.0,0.0,0.85,0.01,0.86,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,11.2,0.49,11.69,3.69
GA,Tift County,13277,2015,40.764,27.479,0.000,27.479,4.78,0.0,4.78,13.285,75.0,3.21,117.0,1.0,4.21,0.0,0.0,0.0,12.44,--,12.44,25.07,12.16,--,12.16,24.8,0.28,--,0.28,0.27,0.14,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,12.57,5.8,18.37,12.44
GA,Toombs County,13279,2015,27.241,18.418,0.000,18.418,2.84,0.0,2.84,8.823,75.0,1.41,77.0,0.66,2.07,0.0,0.0,0.0,8.43,--,8.43,15.01,8.34,--,8.34,14.92,0.09,--,0.09,0.09,0.11,0.0,0.21,0.21,0.06,0.0,0.06,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,8.03,4.28,12.31,8.43
GA,Towns County,13281,2015,11.182,5.797,4.495,10.292,0.2,1.34,1.54,0.89,79.0,1.12,109.0,0.07,1.19,0.0,0.0,0.0,0.09,--,0.09,0.09,0.0,--,0.00,0.0,0.09,--,0.09,0.09,0.09,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.3,1.69,1.99,0.09
GA,Treutlen County,13283,2015,6.785,2.470,0.000,2.47,0.3,0.0,0.3,4.315,74.0,0.17,69.0,0.32,0.49,0.0,0.0,0.0,1.73,--,1.73,1.85,1.73,--,1.73,1.85,0.0,--,0.00,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.3,1.08,2.38,1.73
GA,Troup County,13285,2015,69.763,0.038,49.509,49.547,0.0,8.54,8.54,20.216,75.0,3.52,71.0,1.52,5.04,0.0,0.0,0.0,0.08,--,0.08,0.08,0.0,--,0.00,0.0,0.08,--,0.08,0.08,0.13,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.61,8.7,10.31,0.08
GA,Turner County,13287,2015,8.214,5.387,0.000,5.387,0.79,0.0,0.79,2.827,74.0,0.5,93.0,0.21,0.71,0.0,0.0,0.0,11.48,--,11.48,31.23,11.35,--,11.35,31.1,0.13,--,0.13,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,8.48,4.15,12.63,11.48
GA,Twiggs County,13289,2015,8.39,2.371,0.000,2.371,0.45,0.0,0.45,6.019,75.0,0.25,105.0,0.45,0.7,3.35,0.0,3.35,1.26,--,1.26,2.44,1.26,--,1.26,2.44,0.0,--,0.00,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,5.5,0.04,5.54,1.26
GA,Union County,13291,2015,22.267,11.153,10.797,21.95,0.86,0.96,1.82,0.317,63.0,1.07,49.0,0.02,1.09,0.0,0.0,0.0,0.19,--,0.19,0.19,0.0,--,0.00,0.0,0.19,--,0.19,0.19,0.06,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.93,1.19,2.12,0.19
GA,Upson County,13293,2015,26.368,3.307,11.410,14.717,0.54,2.48,3.02,11.651,75.0,1.8,122.0,0.87,2.67,0.0,0.28,0.28,0.4,--,0.4,0.95,0.4,--,0.40,0.95,0.0,--,0.00,0.0,0.22,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.43,3.4,4.83,0.4
GA,Walker County,13295,2015,68.066,48.338,13.259,61.597,5.58,1.04,6.62,6.469,76.0,4.83,78.0,0.49,5.32,0.03,0.6,0.63,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,6.28,1.98,8.26,0.0
GA,Walton County,13297,2015,88.399,0.900,62.361,63.261,0.04,3.12,3.16,25.138,75.0,4.72,75.0,1.89,6.61,0.0,0.0,0.0,2.44,--,2.44,1.22,2.14,--,2.14,0.93,0.3,--,0.30,0.29,0.21,0.0,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,3.78,3.95,7.73,2.44
GA,Ware County,13299,2015,35.37,31.485,0.000,31.485,2.74,0.0,2.74,3.885,75.0,1.62,51.0,0.29,1.91,0.86,0.0,0.86,1.37,--,1.37,5.61,1.16,--,1.16,5.41,0.21,--,0.21,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.49,0.93,5.42,1.37
GA,Warren County,13301,2015,5.46,0.364,3.271,3.635,0.02,0.3,0.32,1.825,77.0,0.22,61.0,0.14,0.36,0.14,0.0,0.14,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.21,0.0,0.0,0.0,0.16,0.1,0.26,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.62,0.45,1.07,0.0
GA,Washington County,13303,2015,20.816,12.485,0.000,12.485,2.0,0.0,2.0,8.331,74.0,0.61,49.0,0.62,1.23,12.49,0.0,12.49,1.24,--,1.24,8.56,1.2,--,1.20,8.52,0.04,--,0.04,0.04,0.18,0.0,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,17.24,0.28,17.52,1.24
GA,Wayne County,13305,2015,29.534,13.756,0.000,13.756,1.5,0.0,1.5,15.778,75.0,0.89,65.0,1.18,2.07,57.05,0.0,57.05,2.25,--,2.25,6.52,2.21,--,2.21,6.48,0.04,--,0.04,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,61.86,0.27,62.13,2.25
GA,Webster County,13307,2015,2.648,1.038,0.000,1.038,0.1,0.0,0.1,1.61,75.0,0.08,77.0,0.12,0.2,0.0,0.0,0.0,4.37,--,4.37,11.08,4.37,--,4.37,11.08,0.0,--,0.00,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.18,3.45,4.63,4.37
GA,Wheeler County,13309,2015,7.903,4.469,0.000,4.469,0.18,0.0,0.18,3.434,76.0,0.12,27.0,0.26,0.38,0.0,0.0,0.0,1.99,--,1.99,4.85,1.8,--,1.80,4.67,0.19,--,0.19,0.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.88,0.69,2.57,1.99
GA,White County,13311,2015,28.319,14.253,0.000,14.253,0.85,0.62,1.47,14.066,75.0,0.81,57.0,1.05,1.86,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,--,0.00,0.0,0.0,--,0.00,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,2.01,0.83,2.84,0.0
GA,Whitfield County,13313,2015,104.216,0.000,99.315,99.315,0.0,23.96,23.96,4.901,75.0,8.27,83.0,0.37,8.64,0.11,0.0,0.11,0.13,--,0.13,0.13,0.0,--,0.00,0.0,0.13,--,0.13,0.13,0.43,0.05,0.49,0.54,0.07,0.0,0.07,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.75,24.86,25.61,0.13
GA,Wilcox County,13315,2015,8.857,5.747,0.000,5.747,0.44,0.0,0.44,3.11,74.0,0.35,61.0,0.23,0.58,0.0,0.0,0.0,8.45,--,8.45,20.09,8.45,--,8.45,20.09,0.0,--,0.00,0.0,0.27,0.14,8.86,9.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,7.33,11.06,18.39,8.45
GA,Wilkes County,13317,2015,9.867,0.962,4.134,5.096,0.06,0.95,1.01,4.771,75.0,0.48,94.0,0.36,0.84,0.0,0.0,0.0,0.06,--,0.06,0.03,0.06,--,0.06,0.03,0.0,--,0.00,0.0,0.78,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.13,1.09,2.22,0.06
GA,Wilkinson County,13319,2015,9.155,6.574,0.000,6.574,0.7,0.0,0.7,2.581,74.0,0.48,73.0,0.19,0.67,12.45,0.25,12.7,0.04,--,0.04,0.24,0.04,--,0.04,0.24,0.0,--,0.00,0.0,0.03,0.0,0.0,0.0,0.27,1.19,1.46,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,13.68,1.44,15.12,0.04
GA,Worth County,13321,2015,20.699,9.267,0.000,9.267,1.01,0.0,1.01,11.432,75.0,0.59,64.0,0.86,1.45,0.0,0.0,0.0,23.49,--,23.49,50.89,23.45,--,23.45,50.85,0.04,--,0.04,0.04,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,--,--,0.0,0.25,0.0,0.03,0.03,--,--,0.0,0.25,0.0,0.0,0.0,--,--,0.0,0.0,20.97,4.85,25.82,23.49
HI,Hawaii County,15001,2015,196.428,--,--,144.72,37.38,2.32,39.7,51.708,144.0,20.84,144.0,7.44,28.28,0.21,0.0,0.21,26.66,--,22.38,39.1,0.0,--,--,0.0,0.0,--,--,0.0,1.1,6.21,6.75,12.96,0.34,0.0,0.34,1.48,0.0,1.48,--,--,0.51,858.38,0.78,0.0,0.78,--,--,0.01,351.79,0.7,0.0,0.7,--,--,0.5,506.59,60.09,29.8,89.89,22.89
HI,Honolulu County,15003,2015,998.714,--,--,998.714,168.78,0.0,168.78,0.0,,143.81,144.0,0.0,143.81,0.0,0.0,0.0,83.74,--,68.74,26.71,0.0,--,--,0.0,0.0,--,--,0.0,0.11,1.92,3.08,5.0,0.48,0.0,0.48,3.74,356.8,360.54,--,--,2.67,6294.54,0.0,356.8,356.8,--,--,0.0,3668.61,3.74,0.0,3.74,--,--,2.67,2625.93,190.12,428.53,618.65,71.41
HI,Kalawao County,15005,2015,0.089,--,--,0.089,0.01,0.0,0.01,0.0,,0.01,112.0,0.0,0.01,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,--,--,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.01,0.0,0.01,0.0
HI,Kauai County,15007,2015,71.735,--,--,67.97,13.67,2.67,16.34,3.765,143.0,9.79,144.0,0.54,10.33,0.03,0.0,0.03,25.85,--,21.68,20.34,0.0,--,--,0.0,0.0,--,--,0.0,0.2,0.34,0.0,0.34,0.05,0.0,0.05,0.0,0.44,0.44,--,--,0.0,2.03,0.0,0.44,0.44,--,--,0.0,2.03,0.0,0.0,0.0,--,--,0.0,0.0,16.71,27.08,43.79,21.68
HI,Maui County,15009,2015,164.637,--,--,163.814,32.47,9.62,42.09,0.823,146.0,23.59,144.0,0.12,23.71,0.0,0.0,0.0,248.81,--,209.83,48.91,0.0,--,--,0.0,0.0,--,--,0.0,0.2,0.11,0.21,0.32,0.02,0.03,0.05,16.5,0.0,16.5,--,--,0.43,663.86,15.9,0.0,15.9,--,--,0.0,100.07,0.6,0.0,0.6,--,--,0.43,563.79,91.78,216.31,308.09,210.26
ID,Ada County,16001,2015,434.211,--,--,392.433,59.17,13.54,72.71,41.778,169.0,63.5,162.0,7.06,70.56,3.87,2.86,6.73,224.48,--,108.29,41.45,220.92,--,105.62,39.83,3.56,--,2.67,1.62,2.26,2.55,0.0,2.55,0.86,0.86,1.72,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,113.63,203.88,317.51,108.29
ID,Adams County,16003,2015,3.843,--,--,2.241,0.53,0.0,0.53,1.602,212.0,0.48,214.0,0.34,0.82,0.01,0.0,0.01,35.05,--,16.3,7.61,34.76,--,16.08,7.46,0.29,--,0.22,0.15,0.17,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.97,34.22,36.19,16.3
ID,Bannock County,16005,2015,83.744,--,--,75.648,16.85,0.06,16.91,8.096,191.0,14.5,192.0,1.55,16.05,0.24,0.77,1.01,218.52,--,130.8,49.72,217.96,--,130.38,49.38,0.56,--,0.42,0.34,0.39,0.0,10.04,10.04,0.0,0.16,0.16,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,60.87,187.71,248.58,130.8
