County,Population,Median household income,State Code,State,FIPS
Harrison County,8722,39301.0,MO,Missouri,29081.0
Henry County,22034,42181.0,MO,Missouri,29083.0
Hickory County,9335,32122.0,MO,Missouri,29085.0
Holt County,4615,42500.0,MO,Missouri,29087.0
Howard County,10182,44820.0,MO,Missouri,29089.0
Howell County,40326,32784.0,MO,Missouri,29091.0
Iron County,10322,36239.0,MO,Missouri,29093.0
Jackson County,680905,46869.0,MO,Missouri,29095.0
Jasper County,117184,41811.0,MO,Missouri,29097.0
Jefferson County,221577,55348.0,MO,Missouri,29099.0
Johnson County,54155,49792.0,MO,Missouri,29101.0
Knox County,4035,38289.0,MO,Missouri,29103.0
Laclede County,35514,39712.0,MO,Missouri,29105.0
Lafayette County,32916,50723.0,MO,Missouri,29107.0
Lawrence County,38244,40597.0,MO,Missouri,29109.0
Lewis County,10172,43909.0,MO,Missouri,29111.0
Lincoln County,53850,53718.0,MO,Missouri,29113.0
Linn County,12401,37997.0,MO,Missouri,29115.0
Livingston County,15042,43350.0,MO,Missouri,29117.0
McDonald County,22763,38368.0,MO,Missouri,29119.0
Macon County,15460,36976.0,MO,Missouri,29121.0
Madison County,12401,35097.0,MO,Missouri,29123.0
Maries County,9057,39700.0,MO,Missouri,29125.0
Marion County,28840,40814.0,MO,Missouri,29127.0
Mercer County,3718,40768.0,MO,Missouri,29129.0
Miller County,24956,38094.0,MO,Missouri,29131.0
Mississippi County,14208,28347.0,MO,Missouri,29133.0
Moniteau County,15801,47725.0,MO,Missouri,29135.0
Monroe County,8680,43138.0,MO,Missouri,29137.0
Montgomery County,11939,39830.0,MO,Missouri,29139.0
Morgan County,20225,33525.0,MO,Missouri,29141.0
New Madrid County,18411,33630.0,MO,Missouri,29143.0
Newton County,58777,43290.0,MO,Missouri,29145.0
Nodaway County,23186,35854.0,MO,Missouri,29147.0
Oregon County,10979,29851.0,MO,Missouri,29149.0
Osage County,13758,52693.0,MO,Missouri,29151.0
Ozark County,9537,31399.0,MO,Missouri,29153.0
Pemiscot County,17837,29238.0,MO,Missouri,29155.0
Perry County,19100,51499.0,MO,Missouri,29157.0
Pettis County,42215,39928.0,MO,Missouri,29159.0
Phelps County,45029,41618.0,MO,Missouri,29161.0
Pike County,18517,41750.0,MO,Missouri,29163.0
Platte County,93394,68254.0,MO,Missouri,29165.0
Polk County,31107,41130.0,MO,Missouri,29167.0
Pulaski County,53443,47931.0,MO,Missouri,29169.0
Putnam County,4895,36346.0,MO,Missouri,29171.0
Ralls County,10243,47345.0,MO,Missouri,29173.0
Randolph County,25135,37832.0,MO,Missouri,29175.0
Ray County,23031,52526.0,MO,Missouri,29177.0
Reynolds County,6578,35648.0,MO,Missouri,29179.0
Ripley County,13990,32444.0,MO,Missouri,29181.0
St. Charles County,374805,72415.0,MO,Missouri,29183.0
St. Clair County,9520,32046.0,MO,Missouri,29185.0
Ste. Genevieve County,17990,47014.0,MO,Missouri,29186.0
St. Francois County,66010,39741.0,MO,Missouri,29187.0
St. Louis County,1001327,59755.0,MO,Missouri,29189.0
Saline County,23334,40101.0,MO,Missouri,29195.0
Schuyler County,4395,37500.0,MO,Missouri,29197.0
Scotland County,4873,39772.0,MO,Missouri,29199.0
Scott County,39061,39162.0,MO,Missouri,29201.0
Shannon County,8317,32404.0,MO,Missouri,29203.0
Shelby County,6179,39087.0,MO,Missouri,29205.0
Stoddard County,29837,38203.0,MO,Missouri,29207.0
Stone County,31375,40510.0,MO,Missouri,29209.0
Sullivan County,6512,40197.0,MO,Missouri,29211.0
Taney County,53555,38357.0,MO,Missouri,29213.0
Texas County,25735,35088.0,MO,Missouri,29215.0
Vernon County,20878,40693.0,MO,Missouri,29217.0
Warren County,33043,51133.0,MO,Missouri,29219.0
Washington County,25048,35305.0,MO,Missouri,29221.0
Wayne County,13397,33750.0,MO,Missouri,29223.0
Webster County,36690,44451.0,MO,Missouri,29225.0
Worth County,2082,45952.0,MO,Missouri,29227.0
Wright County,18449,29778.0,MO,Missouri,29229.0
St. Louis city,317850,35599.0,MO,Missouri,
Beaverhead County,9291,41512.0,MT,Montana,30001.0
Big Horn County,13141,41622.0,MT,Montana,30003.0
Blaine County,6598,36744.0,MT,Montana,30005.0
Broadwater County,5692,50115.0,MT,Montana,30007.0
Carbon County,10268,49767.0,MT,Montana,30009.0
Carter County,1227,45000.0,MT,Montana,30011.0
Cascade County,82090,45205.0,MT,Montana,30013.0
Chouteau County,5855,38521.0,MT,Montana,30015.0
Custer County,11945,48750.0,MT,Montana,30017.0
Daniels County,1758,49239.0,MT,Montana,30019.0
Dawson County,9365,52738.0,MT,Montana,30021.0
Deer Lodge County,9211,39399.0,MT,Montana,30023.0
Fallon County,3057,53266.0,MT,Montana,30025.0
Fergus County,11468,40881.0,MT,Montana,30027.0
Flathead County,93333,47851.0,MT,Montana,30029.0
Gallatin County,95323,55553.0,MT,Montana,30031.0
Garfield County,1047,39732.0,MT,Montana,30033.0
Glacier County,13672,29640.0,MT,Montana,30035.0
Golden Valley County,756,40938.0,MT,Montana,30037.0
Granite County,3168,48512.0,MT,Montana,30039.0
Hill County,16523,44633.0,MT,Montana,30041.0
Jefferson County,11502,60842.0,MT,Montana,30043.0
Judith Basin County,1997,44602.0,MT,Montana,30045.0
Lake County,29157,38732.0,MT,Montana,30047.0
Lewis and Clark County,65357,56197.0,MT,Montana,30049.0
Liberty County,2369,47768.0,MT,Montana,30051.0
Lincoln County,19337,35275.0,MT,Montana,30053.0
McCone County,1728,40750.0,MT,Montana,30055.0
Madison County,7767,46250.0,MT,Montana,30057.0
Meagher County,1898,41641.0,MT,Montana,30059.0
Mineral County,4238,36031.0,MT,Montana,30061.0
Missoula County,111966,46164.0,MT,Montana,30063.0
Musselshell County,4790,39517.0,MT,Montana,30065.0
Park County,15708,43932.0,MT,Montana,30067.0
Petroleum County,443,43750.0,MT,Montana,30069.0
Phillips County,4167,36071.0,MT,Montana,30071.0
Pondera County,6206,42264.0,MT,Montana,30073.0
Powder River County,1703,46346.0,MT,Montana,30075.0
Powell County,6975,40000.0,MT,Montana,30077.0
Prairie County,1372,42383.0,MT,Montana,30079.0
Ravalli County,40823,39480.0,MT,Montana,30081.0
Richland County,11132,65084.0,MT,Montana,30083.0
Roosevelt County,11072,32974.0,MT,Montana,30085.0
Rosebud County,9352,51159.0,MT,Montana,30087.0
Sanders County,11346,32257.0,MT,Montana,30089.0
Sheridan County,3630,50664.0,MT,Montana,30091.0
Silver Bow County,34549,37749.0,MT,Montana,30093.0
Stillwater County,9288,58259.0,MT,Montana,30095.0
Sweet Grass County,3633,50588.0,MT,Montana,30097.0
Teton County,6074,46360.0,MT,Montana,30099.0
Toole County,5150,44804.0,MT,Montana,30101.0
Treasure County,812,41103.0,MT,Montana,30103.0
Valley County,7577,49141.0,MT,Montana,30105.0
Wheatland County,2115,32723.0,MT,Montana,30107.0
Wibaux County,986,38553.0,MT,Montana,30109.0
Yellowstone County,153692,52802.0,MT,Montana,30111.0
Adams County,31442,50635.0,NE,Nebraska,31001.0
Antelope County,6486,45609.0,NE,Nebraska,31003.0
Arthur County,448,39375.0,NE,Nebraska,31005.0
Banner County,820,48897.0,NE,Nebraska,31007.0
Blaine County,551,48875.0,NE,Nebraska,31009.0
Boone County,5373,50306.0,NE,Nebraska,31011.0
Box Butte County,11310,51691.0,NE,Nebraska,31013.0
Boyd County,2039,40224.0,NE,Nebraska,31015.0
Brown County,3078,36078.0,NE,Nebraska,31017.0
Buffalo County,47958,53624.0,NE,Nebraska,31019.0
Burt County,6647,47429.0,NE,Nebraska,31021.0
Butler County,8256,51027.0,NE,Nebraska,31023.0
Cass County,25360,65619.0,NE,Nebraska,31025.0
Cedar County,8675,52250.0,NE,Nebraska,31027.0
Chase County,3897,52422.0,NE,Nebraska,31029.0
Cherry County,5770,48750.0,NE,Nebraska,31031.0
Cheyenne County,10077,53814.0,NE,Nebraska,31033.0
Clay County,6382,51470.0,NE,Nebraska,31035.0
Colfax County,10522,51367.0,NE,Nebraska,31037.0
Cuming County,9078,50013.0,NE,Nebraska,31039.0
Custer County,10802,46468.0,NE,Nebraska,31041.0
Dakota County,20798,49786.0,NE,Nebraska,31043.0
Dawes County,9136,41038.0,NE,Nebraska,31045.0
Dawson County,24069,48329.0,NE,Nebraska,31047.0
Deuel County,1946,50962.0,NE,Nebraska,31049.0
Dixon County,5866,51223.0,NE,Nebraska,31051.0
Dodge County,36725,49068.0,NE,Nebraska,31053.0
Douglas County,537655,54659.0,NE,Nebraska,31055.0
Dundy County,2015,42500.0,NE,Nebraska,31057.0
Fillmore County,5697,52316.0,NE,Nebraska,31059.0
Franklin County,3105,45905.0,NE,Nebraska,31061.0
Frontier County,2573,49634.0,NE,Nebraska,31063.0
Furnas County,4887,39934.0,NE,Nebraska,31065.0
Gage County,21818,50010.0,NE,Nebraska,31067.0
Garden County,1823,45845.0,NE,Nebraska,31069.0
Garfield County,1933,43179.0,NE,Nebraska,31071.0
Gosper County,1976,54375.0,NE,Nebraska,31073.0
Grant County,769,44750.0,NE,Nebraska,31075.0
Greeley County,2476,42904.0,NE,Nebraska,31077.0
Hall County,60792,49252.0,NE,Nebraska,31079.0
Hamilton County,9100,59311.0,NE,Nebraska,31081.0
Harlan County,3458,46766.0,NE,Nebraska,31083.0
Hayes County,1084,44500.0,NE,Nebraska,31085.0
Hitchcock County,2879,39231.0,NE,Nebraska,31087.0
Holt County,10398,46728.0,NE,Nebraska,31089.0
Hooker County,681,37317.0,NE,Nebraska,31091.0
Howard County,6347,50030.0,NE,Nebraska,31093.0
Jefferson County,7433,43008.0,NE,Nebraska,31095.0
Johnson County,5167,45429.0,NE,Nebraska,31097.0
Kearney County,6549,51934.0,NE,Nebraska,31099.0
Keith County,8146,41781.0,NE,Nebraska,31101.0
Keya Paha County,711,38625.0,NE,Nebraska,31103.0
Kimball County,3720,40242.0,NE,Nebraska,31105.0
Knox County,8556,45411.0,NE,Nebraska,31107.0
Lancaster County,298080,51830.0,NE,Nebraska,31109.0
Lincoln County,35896,50194.0,NE,Nebraska,31111.0
Logan County,851,48281.0,NE,Nebraska,31113.0
Loup County,548,55417.0,NE,Nebraska,31115.0
McPherson County,433,54306.0,NE,Nebraska,31117.0
Madison County,35111,50218.0,NE,Nebraska,31119.0
Merrick County,7776,51012.0,NE,Nebraska,31121.0
Morrill County,4874,45910.0,NE,Nebraska,31123.0
Nance County,3639,42500.0,NE,Nebraska,31125.0
Nemaha County,7168,49656.0,NE,Nebraska,31127.0
Nuckolls County,4391,40488.0,NE,Nebraska,31129.0
Otoe County,15842,50275.0,NE,Nebraska,31131.0
Pawnee County,2726,41161.0,NE,Nebraska,31133.0
Perkins County,2924,55893.0,NE,Nebraska,31135.0
Phelps County,9216,50404.0,NE,Nebraska,31137.0
Pierce County,7184,54482.0,NE,Nebraska,31139.0
Platte County,32642,56318.0,NE,Nebraska,31141.0
Polk County,5271,57312.0,NE,Nebraska,31143.0
Red Willow County,10946,42931.0,NE,Nebraska,31145.0
Richardson County,8201,42750.0,NE,Nebraska,31147.0
Rock County,1401,48456.0,NE,Nebraska,31149.0
Saline County,14360,51738.0,NE,Nebraska,31151.0
Sarpy County,169192,70543.0,NE,Nebraska,31153.0
Saunders County,20913,60854.0,NE,Nebraska,31155.0
Scotts Bluff County,36684,45992.0,NE,Nebraska,31157.0
Seward County,16998,59662.0,NE,Nebraska,31159.0
Sheridan County,5294,41985.0,NE,Nebraska,31161.0
Sherman County,3107,46366.0,NE,Nebraska,31163.0
Sioux County,1249,41215.0,NE,Nebraska,31165.0
Stanton County,6081,53416.0,NE,Nebraska,31167.0
Thayer County,5182,45741.0,NE,Nebraska,31169.0
Thomas County,675,51000.0,NE,Nebraska,31171.0
Thurston County,6946,41266.0,NE,Nebraska,31173.0
Valley County,4254,44612.0,NE,Nebraska,31175.0
Washington County,20257,65370.0,NE,Nebraska,31177.0
Wayne County,9425,54159.0,NE,Nebraska,31179.0
Webster County,3697,40256.0,NE,Nebraska,31181.0
Wheeler County,847,46394.0,NE,Nebraska,31183.0
York County,13825,51802.0,NE,Nebraska,31185.0
Churchill County,24252,47415.0,NV,Nevada,32001.0
Clark County,2035572,51575.0,NV,Nevada,32003.0
Douglas County,47259,58535.0,NV,Nevada,32005.0
Elko County,51562,71799.0,NV,Nevada,32007.0
Esmeralda County,1141,39271.0,NV,Nevada,32009.0
Eureka County,1669,60250.0,NV,Nevada,32011.0
Humboldt County,17067,65212.0,NV,Nevada,32013.0
Lander County,5946,78190.0,NV,Nevada,32015.0
Lincoln County,5194,44866.0,NV,Nevada,32017.0
Lyon County,51657,47255.0,NV,Nevada,32019.0
Mineral County,4566,38923.0,NV,Nevada,32021.0
Nye County,42625,41712.0,NV,Nevada,32023.0
Pershing County,6722,45230.0,NV,Nevada,32027.0
Storey County,3929,64832.0,NV,Nevada,32029.0
Washoe County,435019,52870.0,NV,Nevada,32031.0
White Pine County,9974,57122.0,NV,Nevada,32033.0
Carson City,54482,47668.0,NV,Nevada,32510.0
Belknap County,60399,62159.0,NH,New Hampshire,33001.0
Carroll County,47513,53306.0,NH,New Hampshire,33003.0
Cheshire County,76430,57782.0,NH,New Hampshire,33005.0
Coos County,31870,42312.0,NH,New Hampshire,33007.0
Grafton County,89341,55762.0,NH,New Hampshire,33009.0
Hillsborough County,403972,71244.0,NH,New Hampshire,33011.0
Merrimack County,147262,65983.0,NH,New Hampshire,33013.0
Rockingham County,299006,81198.0,NH,New Hampshire,33015.0
Strafford County,125273,60711.0,NH,New Hampshire,33017.0
Sullivan County,43135,56032.0,NH,New Hampshire,33019.0
Atlantic County,275376,54461.0,NJ,New Jersey,34001.0
Bergen County,926330,85806.0,NJ,New Jersey,34003.0
Burlington County,450556,78621.0,NJ,New Jersey,34005.0
Camden County,511998,62185.0,NJ,New Jersey,34007.0
Cape May County,95805,57637.0,NJ,New Jersey,34009.0
Cumberland County,157035,49984.0,NJ,New Jersey,34011.0
Essex County,791609,53976.0,NJ,New Jersey,34013.0
Gloucester County,290298,76727.0,NJ,New Jersey,34015.0
Hudson County,662619,59741.0,NJ,New Jersey,34017.0
Hunterdon County,126250,105444.0,NJ,New Jersey,34019.0
Mercer County,370212,72804.0,NJ,New Jersey,34021.0
Middlesex County,830300,79593.0,NJ,New Jersey,34023.0
Monmouth County,629185,85242.0,NJ,New Jersey,34025.0
Morris County,498192,100214.0,NJ,New Jersey,34027.0
Ocean County,583450,61994.0,NJ,New Jersey,34029.0
Passaic County,507574,59739.0,NJ,New Jersey,34031.0
Salem County,65120,61831.0,NJ,New Jersey,34033.0
Somerset County,330604,100667.0,NJ,New Jersey,34035.0
Sussex County,145930,86565.0,NJ,New Jersey,34037.0
Union County,548744,69594.0,NJ,New Jersey,34039.0
Warren County,107226,70471.0,NJ,New Jersey,34041.0
Bernalillo County,673943,47725.0,NM,New Mexico,35001.0
Catron County,3583,42973.0,NM,New Mexico,35003.0
Chaves County,65811,40630.0,NM,New Mexico,35005.0
Cibola County,27382,34565.0,NM,New Mexico,35006.0
Colfax County,12997,32380.0,NM,New Mexico,35007.0
Curry County,50497,41084.0,NM,New Mexico,35009.0
De Baca County,2020,32500.0,NM,New Mexico,35011.0
Dona Ana County,213963,38853.0,NM,New Mexico,35013.0
Eddy County,55641,56618.0,NM,New Mexico,35015.0
Grant County,29119,38311.0,NM,New Mexico,35017.0
Guadalupe County,4526,30772.0,NM,New Mexico,35019.0
Harding County,565,33393.0,NM,New Mexico,35021.0
Hidalgo County,4643,34444.0,NM,New Mexico,35023.0
Lea County,68149,57533.0,NM,New Mexico,35025.0
Lincoln County,19931,40708.0,NM,New Mexico,35027.0
Los Alamos County,17939,101934.0,NM,New Mexico,35028.0
Luna County,24789,27476.0,NM,New Mexico,35029.0
McKinley County,73998,28772.0,NM,New Mexico,35031.0
Mora County,4660,23822.0,NM,New Mexico,35033.0
Otero County,65318,39775.0,NM,New Mexico,35035.0
Quay County,8698,29113.0,NM,New Mexico,35037.0
Rio Arriba County,39949,36098.0,NM,New Mexico,35039.0
Roosevelt County,19908,35546.0,NM,New Mexico,35041.0
Sandoval County,136638,58982.0,NM,New Mexico,35043.0
San Juan County,125133,48671.0,NM,New Mexico,35045.0
San Miguel County,28668,29237.0,NM,New Mexico,35047.0
Santa Fe County,147108,54315.0,NM,New Mexico,35049.0
Sierra County,11615,29356.0,NM,New Mexico,35051.0
Socorro County,17494,34037.0,NM,New Mexico,35053.0
Taos County,32943,36582.0,NM,New Mexico,35055.0
Torrance County,15853,32083.0,NM,New Mexico,35057.0
Union County,4339,36070.0,NM,New Mexico,35059.0
Valencia County,76297,41703.0,NM,New Mexico,35061.0
Albany County,307463,59887.0,NY,New York,36001.0
Allegany County,48070,42776.0,NY,New York,36003.0
Bronx County,1428357,34299.0,NY,New York,36005.0
Broome County,198093,46261.0,NY,New York,36007.0
Cattaraugus County,78962,42601.0,NY,New York,36009.0
Cayuga County,79173,52082.0,NY,New York,36011.0
Chautauqua County,132646,42993.0,NY,New York,36013.0
Chemung County,88267,50320.0,NY,New York,36015.0
Chenango County,49549,45668.0,NY,New York,36017.0
Clinton County,81685,49930.0,NY,New York,36019.0
Columbia County,62195,59105.0,NY,New York,36021.0
Cortland County,49043,49514.0,NY,New York,36023.0
Delaware County,46901,43720.0,NY,New York,36025.0
Dutchess County,296928,71904.0,NY,New York,36027.0
Erie County,921584,51247.0,NY,New York,36029.0
Essex County,38912,52758.0,NY,New York,36031.0
Franklin County,51280,47923.0,NY,New York,36033.0
Fulton County,54606,46969.0,NY,New York,36035.0
Genesee County,59458,50880.0,NY,New York,36037.0
Greene County,48312,50278.0,NY,New York,36039.0
Hamilton County,4760,48243.0,NY,New York,36041.0
Herkimer County,64034,46229.0,NY,New York,36043.0
Jefferson County,118947,49505.0,NY,New York,36045.0
Kings County,2595259,48201.0,NY,New York,36047.0
Lewis County,27124,49819.0,NY,New York,36049.0
Livingston County,64801,51734.0,NY,New York,36051.0
Madison County,72427,54145.0,NY,New York,36053.0
Monroe County,749356,52553.0,NY,New York,36055.0
Montgomery County,49779,43764.0,NY,New York,36057.0
Nassau County,1354612,99465.0,NY,New York,36059.0
New York County,1629507,72871.0,NY,New York,36061.0
Niagara County,214150,49449.0,NY,New York,36063.0
Oneida County,233558,48246.0,NY,New York,36065.0
Onondaga County,468304,55092.0,NY,New York,36067.0
Ontario County,109192,57416.0,NY,New York,36069.0
Orange County,375384,70848.0,NY,New York,36071.0
Orleans County,42204,46359.0,NY,New York,36073.0
Oswego County,121183,47860.0,NY,New York,36075.0
Otsego County,61399,48588.0,NY,New York,36077.0
Putnam County,99488,96148.0,NY,New York,36079.0
Queens County,2301139,57720.0,NY,New York,36081.0
Rensselaer County,159900,60709.0,NY,New York,36083.0
Richmond County,472481,73197.0,NY,New York,36085.0
Rockland County,320688,84855.0,NY,New York,36087.0
St. Lawrence County,112011,44705.0,NY,New York,36089.0
Saratoga County,223774,71496.0,NY,New York,36091.0
Schenectady County,154796,58114.0,NY,New York,36093.0
Schoharie County,31913,51195.0,NY,New York,36095.0
Schuyler County,18410,47680.0,NY,New York,36097.0
Seneca County,35144,49292.0,NY,New York,36099.0
Steuben County,98665,47280.0,NY,New York,36101.0
Suffolk County,1501373,88663.0,NY,New York,36103.0
Sullivan County,76330,50710.0,NY,New York,36105.0
Tioga County,50199,57514.0,NY,New York,36107.0
Tompkins County,103855,52624.0,NY,New York,36109.0
Ulster County,181300,58918.0,NY,New York,36111.0
Warren County,65180,56798.0,NY,New York,36113.0
Washington County,62700,51143.0,NY,New York,36115.0
Wayne County,92416,50798.0,NY,New York,36117.0
Westchester County,967315,83958.0,NY,New York,36119.0
Wyoming County,41446,52564.0,NY,New York,36121.0
Yates County,25187,49510.0,NY,New York,36123.0
Alamance County,155258,41814.0,NC,North Carolina,37001.0
Alexander County,37158,39365.0,NC,North Carolina,37003.0
Alleghany County,10911,36968.0,NC,North Carolina,37005.0
Anson County,26135,33228.0,NC,North Carolina,37007.0
Ashe County,27114,36267.0,NC,North Carolina,37009.0
Avery County,17695,37777.0,NC,North Carolina,37011.0
Beaufort County,47561,40391.0,NC,North Carolina,37013.0
Bertie County,20518,30027.0,NC,North Carolina,37015.0
Bladen County,34720,30096.0,NC,North Carolina,37017.0
Brunswick County,115926,46859.0,NC,North Carolina,37019.0
Buncombe County,247336,45167.0,NC,North Carolina,37021.0
Burke County,89548,39360.0,NC,North Carolina,37023.0
Cabarrus County,188375,54720.0,NC,North Carolina,37025.0
Caldwell County,81758,35763.0,NC,North Carolina,37027.0
Camden County,10161,58780.0,NC,North Carolina,37029.0
Carteret County,68228,48457.0,NC,North Carolina,37031.0
Caswell County,23174,37869.0,NC,North Carolina,37033.0
Catawba County,154610,44376.0,NC,North Carolina,37035.0
Chatham County,67431,56642.0,NC,North Carolina,37037.0
Cherokee County,27092,34662.0,NC,North Carolina,37039.0
Chowan County,14656,38759.0,NC,North Carolina,37041.0
Clay County,10656,37076.0,NC,North Carolina,37043.0
Cleveland County,97178,39453.0,NC,North Carolina,37045.0
Columbus County,57230,34949.0,NC,North Carolina,37047.0
Craven County,104450,47985.0,NC,North Carolina,37049.0
Cumberland County,324603,44171.0,NC,North Carolina,37051.0
Currituck County,24492,60600.0,NC,North Carolina,37053.0
Dare County,34863,54496.0,NC,North Carolina,37055.0
Davidson County,163867,43363.0,NC,North Carolina,37057.0
Davie County,41447,51527.0,NC,North Carolina,37059.0
Duplin County,59453,35035.0,NC,North Carolina,37061.0
Durham County,288817,52503.0,NC,North Carolina,37063.0
Edgecombe County,55280,32659.0,NC,North Carolina,37065.0
Forsyth County,361684,45471.0,NC,North Carolina,37067.0
Franklin County,62296,42685.0,NC,North Carolina,37069.0
Gaston County,209807,42429.0,NC,North Carolina,37071.0
Gates County,11724,49258.0,NC,North Carolina,37073.0
Graham County,8700,34805.0,NC,North Carolina,37075.0
Granville County,58109,50225.0,NC,North Carolina,37077.0
Greene County,21328,35777.0,NC,North Carolina,37079.0
Guilford County,506763,45651.0,NC,North Carolina,37081.0
Halifax County,53407,32245.0,NC,North Carolina,37083.0
Harnett County,124320,46353.0,NC,North Carolina,37085.0
Haywood County,59170,42257.0,NC,North Carolina,37087.0
Henderson County,109719,46448.0,NC,North Carolina,37089.0
Hertford County,24368,33008.0,NC,North Carolina,37091.0
Hoke County,51075,41542.0,NC,North Carolina,37093.0
Hyde County,5693,42897.0,NC,North Carolina,37095.0
Iredell County,165066,52306.0,NC,North Carolina,37097.0
Jackson County,40812,38015.0,NC,North Carolina,37099.0
Johnston County,178396,50512.0,NC,North Carolina,37101.0
Jones County,10166,34005.0,NC,North Carolina,37103.0
Lee County,59418,45608.0,NC,North Carolina,37105.0
Lenoir County,58782,34717.0,NC,North Carolina,37107.0
Lincoln County,79578,49215.0,NC,North Carolina,37109.0
McDowell County,44961,35965.0,NC,North Carolina,37111.0
Macon County,33919,39133.0,NC,North Carolina,37113.0
Madison County,21027,37904.0,NC,North Carolina,37115.0
Martin County,23729,35080.0,NC,North Carolina,37117.0
Mecklenburg County,990288,56854.0,NC,North Carolina,37119.0
Mitchell County,15330,37391.0,NC,North Carolina,37121.0
Montgomery County,27601,32500.0,NC,North Carolina,37123.0
Moore County,91743,50998.0,NC,North Carolina,37125.0
Nash County,94722,42713.0,NC,North Carolina,37127.0
New Hanover County,213091,50088.0,NC,North Carolina,37129.0
Northampton County,21011,30429.0,NC,North Carolina,37131.0
Onslow County,183753,46335.0,NC,North Carolina,37133.0
Orange County,138644,59290.0,NC,North Carolina,37135.0
Pamlico County,12982,43444.0,NC,North Carolina,37137.0
Pasquotank County,40018,45378.0,NC,North Carolina,37139.0
Pender County,55166,44828.0,NC,North Carolina,37141.0
Perquimans County,13498,44329.0,NC,North Carolina,37143.0
Person County,39262,42105.0,NC,North Carolina,37145.0
Pitt County,173798,41119.0,NC,North Carolina,37147.0
Polk County,20327,46528.0,NC,North Carolina,37149.0
Randolph County,142370,41947.0,NC,North Carolina,37151.0
Richmond County,46046,32687.0,NC,North Carolina,37153.0
Robeson County,134871,30608.0,NC,North Carolina,37155.0
Rockingham County,92300,38126.0,NC,North Carolina,37157.0
Rowan County,138361,43069.0,NC,North Carolina,37159.0
Rutherford County,66865,35630.0,NC,North Carolina,37161.0
Sampson County,63873,35490.0,NC,North Carolina,37163.0
Scotland County,35932,30958.0,NC,North Carolina,37165.0
Stanly County,60586,40910.0,NC,North Carolina,37167.0
Stokes County,46661,40696.0,NC,North Carolina,37169.0
Surry County,73170,36164.0,NC,North Carolina,37171.0
Swain County,14163,33931.0,NC,North Carolina,37173.0
Transylvania County,32928,45114.0,NC,North Carolina,37175.0
Tyrrell County,4152,32361.0,NC,North Carolina,37177.0
Union County,213422,65903.0,NC,North Carolina,37179.0
Vance County,44829,33316.0,NC,North Carolina,37181.0
Wake County,976019,67309.0,NC,North Carolina,37183.0
Warren County,20468,34254.0,NC,North Carolina,37185.0
Washington County,12668,34538.0,NC,North Carolina,37187.0
Watauga County,52240,37656.0,NC,North Carolina,37189.0
Wayne County,124355,40390.0,NC,North Carolina,37191.0
Wilkes County,68946,33232.0,NC,North Carolina,37193.0
Wilson County,81581,39847.0,NC,North Carolina,37195.0
Yadkin County,37971,37796.0,NC,North Carolina,37197.0
Yancey County,17604,37484.0,NC,North Carolina,37199.0
Adams County,2341,52118.0,ND,North Dakota,38001.0
Barnes County,11097,53141.0,ND,North Dakota,38003.0
Benson County,6794,41296.0,ND,North Dakota,38005.0
Billings County,969,70469.0,ND,North Dakota,38007.0
Bottineau County,6634,56349.0,ND,North Dakota,38009.0
Bowman County,3221,66845.0,ND,North Dakota,38011.0
Burke County,2208,60096.0,ND,North Dakota,38013.0
Burleigh County,88223,65254.0,ND,North Dakota,38015.0
Cass County,162500,53289.0,ND,North Dakota,38017.0
Cavalier County,3890,66806.0,ND,North Dakota,38019.0
Dickey County,5195,53750.0,ND,North Dakota,38021.0
Divide County,2314,56042.0,ND,North Dakota,38023.0
Dunn County,4195,69732.0,ND,North Dakota,38025.0
Eddy County,2370,48583.0,ND,North Dakota,38027.0
Emmons County,3463,44051.0,ND,North Dakota,38029.0
Foster County,3366,55769.0,ND,North Dakota,38031.0
Golden Valley County,1822,40179.0,ND,North Dakota,38033.0
Grand Forks County,68979,48676.0,ND,North Dakota,38035.0
Grant County,2362,44559.0,ND,North Dakota,38037.0
Griggs County,2329,48355.0,ND,North Dakota,38039.0
Hettinger County,2621,52169.0,ND,North Dakota,38041.0
Kidder County,2430,54559.0,ND,North Dakota,38043.0
LaMoure County,4113,54821.0,ND,North Dakota,38045.0
Logan County,1945,51458.0,ND,North Dakota,38047.0
McHenry County,5817,57386.0,ND,North Dakota,38049.0
McIntosh County,2759,42277.0,ND,North Dakota,38051.0
McKenzie County,9615,72794.0,ND,North Dakota,38053.0
McLean County,9451,55686.0,ND,North Dakota,38055.0
Mercer County,8633,72704.0,ND,North Dakota,38057.0
Morton County,28985,62418.0,ND,North Dakota,38059.0
Mountrail County,9253,68188.0,ND,North Dakota,38061.0
Nelson County,3048,51085.0,ND,North Dakota,38063.0
Oliver County,1819,60278.0,ND,North Dakota,38065.0
Pembina County,7206,53504.0,ND,North Dakota,38067.0
Pierce County,4395,42563.0,ND,North Dakota,38069.0
Ramsey County,11566,50841.0,ND,North Dakota,38071.0
Ransom County,5453,56500.0,ND,North Dakota,38073.0
Renville County,2562,65125.0,ND,North Dakota,38075.0
Richland County,16317,55390.0,ND,North Dakota,38077.0
Rolette County,14498,33277.0,ND,North Dakota,38079.0
Sargent County,3874,57125.0,ND,North Dakota,38081.0
Sheridan County,1337,48102.0,ND,North Dakota,38083.0
Sioux County,4380,38068.0,ND,North Dakota,38085.0
Slope County,673,55000.0,ND,North Dakota,38087.0
